Outcome,Predictor,Coef,StdError,DF,t_value,p_value,FDR,logPval,sig
z_wll,MT.ATP8_heteroplasmic,-0.246431251926927,0.803877271538126,196.981277021617,-0.306553326797522,0.759507174342853,0.952684798714205,0.119468119414366,no
comp_overall,MT.TN_heteroplasmic,-0.211470671195531,0.72186560548123,157.089831718573,-0.292950196809217,0.769946832367938,0.96794292647063,0.113539263407311,no
z_mocam,MT.CO2_heteroplasmic,0.171596915209063,0.58758058838731,132.450489814546,0.292039796072965,0.770713129158588,0.903711125950962,0.113107242710423,no
comp_overall2,MT.TI_heteroplasmic,-0.198254943716309,0.703817235875345,158.239717209863,-0.281685263745689,0.778552892940606,0.865058769934006,0.108711877210287,no
z_moca,MT.TN_heteroplasmic,-0.290430243073861,1.03842028584568,140.359714355284,-0.279684677805902,0.780131167265303,0.952492931899108,0.107832371116778,no
z_wll,MT.TN_heteroplasmic,-0.27485673254208,0.98841256525999,127.335571034849,-0.278078954277339,0.781402773786706,0.952684798714205,0.107125051470433,no
z_wld,MT.DLOOP2_heteroplasmic,-0.145141412656306,0.573501270096122,139.49354311956,-0.253079496462107,0.80057936723648,0.988884570757054,0.0965956068499629,no
z_moca,MT.RNR1_heteroplasmic,0.0920193533601741,0.381202283815789,134.350706282162,0.241392450326035,0.809618992114241,0.952492931899108,0.0917193126662439,no
z_wll,MT.DLOOP1_heteroplasmic,-0.0896459399767406,0.378070503709885,140.320248839138,-0.237114345332613,0.812913909855361,0.952684798714205,0.0899554451248393,no
comp_memory,MT.DLOOP2_heteroplasmic,0.132239134211866,0.567847607941699,140.84062500179,0.232877857302594,0.816194345656694,0.947753673522063,0.0882064182108765,no
z_mocam,MT.TF_heteroplasmic,0.211705333477689,0.966054950141598,114.335574248778,0.21914419407163,0.826928453595308,0.903711125950962,0.0825320642720159,no
z_lf,MT.ND3_heteroplasmic,0.186440015301159,0.8516540095087,190.503591313236,0.218915208781453,0.826950456521935,0.918833840579928,0.0825205087106478,no
comp_overall,MT.RNR2_heteroplasmic,-0.0414305267627609,0.216651686177677,157.924413809802,-0.191231037679456,0.848590223156243,0.96794292647063,0.0713019761679815,no
comp_overall,MT.ND3_heteroplasmic,-0.132607936172778,0.713758528431235,157.686844926635,-0.185788233542002,0.85284960756508,0.96794292647063,0.0691275460459489,no
z_mocam,MT.TQ_heteroplasmic,-0.168221559474912,0.909556924499381,99.9019956183021,-0.184948907477672,0.853644059933935,0.903711125950962,0.0687231773554275,no
z_mocam,MT.RNR2_heteroplasmic,-0.0584877385590875,0.327418399482295,120.612547115955,-0.178633023225227,0.858525569653414,0.903711125950962,0.0662467656236091,no
z_wll,MT.TF_heteroplasmic,-0.170899331536707,0.988138323546414,126.988248758011,-0.172950818184393,0.862965447711903,0.952684798714205,0.0640065926607623,no
comp_fluency,MT.ND2_heteroplasmic,0.0530494642882789,0.307538874342953,143.006250982498,0.172496775900664,0.863290882276609,0.886363567672972,0.0638428459043954,no
comp_overall,MT.TI_heteroplasmic,0.119020485722586,0.706489105557924,155.951220048598,0.168467545764339,0.866433766959126,0.96794292647063,0.0622646305768099,no
z_wll,MT.ND4_heteroplasmic,-0.0971977300268697,0.581630439419878,125.242615242299,-0.167112522728032,0.867551031213503,0.952684798714205,0.0617049696522573,no
comp_memory,MT.ND4_heteroplasmic,-0.0903145024328696,0.564040822249274,128.308320494477,-0.160120507009962,0.873037952241135,0.947753673522063,0.0589668764655214,no
comp_memory,MT.TN_heteroplasmic,-0.149810206796511,0.958339939705946,129.842194290114,-0.156322616421975,0.87602152270686,0.947753673522063,0.0574852236515541,no
comp_memory,MT.ND1_heteroplasmic,-0.0925077299309556,0.595557721697651,174.177030526282,-0.155329578579319,0.876741360018967,0.947753673522063,0.0571285052463744,no
z_wld,MT.ND4_heteroplasmic,-0.0868074074172643,0.567528889222969,126.919313161272,-0.152956808130272,0.878675246488917,0.988884570757054,0.056171608109602,no
comp_fluency,MT.CO2_heteroplasmic,0.0676437884654565,0.456465636625179,169.625527693141,0.148190319353659,0.88236858529701,0.886363567672972,0.054349962348265,no
z_moca,MT.CYB_heteroplasmic,0.0445435856319137,0.302993188984487,117.925601419619,0.147011838058823,0.883373717631371,0.966187168310013,0.0538555261297734,no
comp_memory2,MT.ATP8_heteroplasmic,0.103197280716883,0.704936183395277,203.718190446015,0.146392373022818,0.88375640898043,0.963519497167247,0.0536674236903849,no
comp_fluency,MT.TN_heteroplasmic,-0.110010602758669,0.768630700134949,167.094055345292,-0.143125434281189,0.886363567672972,0.886363567672972,0.0523881031162782,no
z_af,MT.RNR2_heteroplasmic,-0.0372923847385564,0.26060469526837,156.392438864633,-0.143099435335011,0.886395857015121,0.949445502474994,0.0523722824889267,no
comp_overall,MT.DLOOP2_heteroplasmic,-0.0581427532152492,0.411054146459302,148.292950622729,-0.14144791803239,0.887708074817318,0.96794292647063,0.0517298296492145,no
z_wll,MT.TI_heteroplasmic,0.132078013773591,0.965955149340643,125.64945304316,0.136733070747381,0.891460632882615,0.952684798714205,0.0498978306146448,no
z_wld,MT.ND5_heteroplasmic,0.0416374721080166,0.321803306758246,138.634276457257,0.129387956038925,0.897238210664754,0.988884570757054,0.0470922394052881,no
z_af,MT.ND5_heteroplasmic,-0.0343651860669151,0.278529154041824,147.670851146036,-0.123380930032749,0.901973227351245,0.949445502474994,0.044806353130098,no
comp_memory,MT.ATP8_heteroplasmic,-0.0945407030016987,0.769664623869807,191.758966372266,-0.122833634377472,0.902367481056147,0.947753673522063,0.0446165639063269,no
comp_memory2,MT.RNR2_heteroplasmic,0.0300853021947818,0.265942187461733,153.111532963112,0.113127226943303,0.9100778807474,0.963519497167247,0.0409214409409105,no
comp_memory2,MT.ND3_heteroplasmic,0.0933159035689873,0.867873123839188,151.032525833774,0.107522517987639,0.914517162536356,0.963519497167247,0.0388081398049568,no
z_lf,MT.TQ_heteroplasmic,0.0783068857437959,0.751101852744445,122.637343902793,0.104256014623944,0.917136493824708,0.931543896734505,0.037566025176684,no
comp_memory2,MT.TI_heteroplasmic,-0.0890542216137039,0.85752992491758,148.554602905256,-0.103849695533673,0.917428698156976,0.963519497167247,0.037427678792789,no
z_moca,MT.ND4_heteroplasmic,-0.0587922802469823,0.568842287952394,105.611157815022,-0.103354271460041,0.917877809894512,0.966187168310013,0.0372151292786806,no
comp_memory,MT.TI_heteroplasmic,0.0924470038358099,0.936762312909928,128.272461173152,0.0986877915152624,0.921540216914605,0.947753673522063,0.0354857069962145,no
z_lf,MT.TN_heteroplasmic,0.0707031326171762,0.821750801738812,157.934318270896,0.0860396271808552,0.931543896734505,0.931543896734505,0.0307966752171351,no
z_wld,MT.TN_heteroplasmic,-0.0754773164073114,0.964939368392593,129.398995511293,-0.0782197502554408,0.937774077765548,0.988884570757054,0.0279017763305631,no
z_wll,MT.ND1_heteroplasmic,-0.0476009999827395,0.620423946766436,174.243465673179,-0.0767233441436767,0.938931658468263,0.952684798714205,0.0273660173507752,no
z_wld,MT.TI_heteroplasmic,0.0717373445850638,0.942383436954681,127.470994377469,0.076123307957198,0.939440342219201,0.988884570757054,0.0271307939217781,no
comp_overall2,MT.ND3_heteroplasmic,0.0484251674663014,0.71164132973344,160.229200566547,0.0680471544344396,0.945832938594038,0.954632015690571,0.0241855657693735,no
comp_memory,MT.ND5_heteroplasmic,-0.0207067259295508,0.315412248306014,135.207162991985,-0.065649720455564,0.947753673522063,0.947753673522063,0.0233045235596453,no
z_wll,MT.ND5_heteroplasmic,-0.0193702669272112,0.325835916413532,132.672172530896,-0.0594479182664061,0.952684798714205,0.952684798714205,0.0210507644425415,no
comp_overall2,MT.DLOOP2_heteroplasmic,-0.0233056163926257,0.408961707765083,148.338006153496,-0.0569872825502112,0.954632015690571,0.954632015690571,0.0201640047020269,no
comp_memory2,MT.ND4_heteroplasmic,0.0246568197349951,0.500122474104547,131.035755206774,0.0493015631403935,0.960754042437219,0.963519497167247,0.0173877795365418,no
comp_memory2,MT.TF_heteroplasmic,-0.0389203342414828,0.849329915794843,131.403276601426,-0.0458247537472636,0.963519497167247,0.963519497167247,0.0161394928129124,no
comp_overall,MT.ND5_heteroplasmic,-0.00962085345882521,0.231964313373881,148.58680821999,-0.0414755757853075,0.966972443399966,0.96794292647063,0.0145859021836578,no
comp_overall,MT.CO3_heteroplasmic,0.010424977738524,0.258959704210146,146.513861514518,0.0402571425941394,0.96794292647063,0.96794292647063,0.0141502495610406,no
z_af,MT.ATP6_heteroplasmic,0.0069550901037658,0.530427850503197,183.585572217485,0.0131122264737188,0.989552494998998,0.989552494998998,0.00456116185812488,no
z_moca,MT.TQ_heteroplasmic,-0.0114534400003821,0.91985421216113,96.2551530058152,-0.0124513644107505,0.990091276496832,0.990091276496832,0.00432476595639012,no
z_wld,MT.ATP8_heteroplasmic,0.00326257634360467,0.789025084380298,203.050986746744,0.00413494628775599,0.996704859163435,0.996704859163435,0.00143342444927978,no
z_mocam,MT.ND4_heteroplasmic,-0.000309360132406472,0.563284122309623,110.038764226474,-0.000549207975431668,0.999562789882792,0.999562789882792,0.000189919461716869,no
