Outcome,Predictor,Coef,StdError,t_value,p_value,FDR,logPval
first_comp_memory,MT.RNR2_heteroplasmic,-0.0507736092394208,0.290020349089159,-0.175069126697078,0.861233654418248,0.906561741492892,0.0648790075961589
first_z_lf,MT.TF_heteroplasmic,-0.152455158592345,0.903416258243717,-0.168754056838345,0.866190714485345,0.965226621188362,0.0623864761930975
first_z_lf,MT.ATP6_heteroplasmic,0.0841375348898789,0.518080443660548,0.162402452976988,0.871181813747559,0.965226621188362,0.0598911992205089
first_comp_fluency,MT.CO1_heteroplasmic,-0.0567125007445574,0.356338261058186,-0.159153554199157,0.873736818069492,0.953831321247456,0.0586193633296556
first_comp_fluency,MT.ND1_heteroplasmic,-0.0941204168196571,0.606625406863682,-0.155154096341381,0.876883900562975,0.953831321247456,0.0570579034214144
first_z_lf,MT.CO3_heteroplasmic,-0.04764719448617,0.30713817977476,-0.155132763113697,0.876900692506719,0.965226621188362,0.0570495869513786
first_z_af,MT.CO1_heteroplasmic,-0.0591441088978633,0.389843679129174,-0.151712371045693,0.879593690638194,0.990680380960635,0.0557178945122977
first_comp_overall,MT.ND6_heteroplasmic,-0.0827499931535112,0.572609624054116,-0.144513800811861,0.885265940379857,0.944829759914871,0.0529262444549867
first_z_lf,MT.ND5_heteroplasmic,0.0383712585347916,0.276035082902713,0.13900862937888,0.889607866708778,0.965226621188362,0.0508013853246219
first_z_wll,MT.RNR2_heteroplasmic,-0.0427377020860657,0.317050629900835,-0.134797720160445,0.892931272455509,0.933018279472098,0.049181966802355
first_comp_overall,MT.ND1_heteroplasmic,0.0746184402426654,0.578881282543938,0.128901110629711,0.897588271919127,0.944829759914871,0.046922830635688
first_z_lf,MT.ND4_heteroplasmic,-0.0551365693136084,0.449747489067639,-0.12259450170119,0.902573016449837,0.965226621188362,0.0445176543989779
first_comp_overall2,MT.TQ_heteroplasmic,0.118100067304973,1.01337679302719,0.116541120852176,0.907361259321194,0.908028049446667,0.0422197673029783
first_comp_overall2,MT.ATP6_heteroplasmic,-0.0693448116940683,0.599357921255335,-0.115698498734826,0.908028049446667,0.908028049446667,0.0419007356950426
first_z_lf,MT.DLOOP2_heteroplasmic,0.0536834731605955,0.514149214172266,0.104412243918375,0.916965290128944,0.965226621188362,0.0376471033602597
first_comp_memory,MT.ATP6_heteroplasmic,0.0570282710190968,0.625467709535815,0.0911770026648055,0.927459293369116,0.927459293369116,0.0327051426866379
first_z_wll,MT.ND1_heteroplasmic,0.0572504974406787,0.680156364938281,0.0841725526539383,0.933018279472098,0.933018279472098,0.0301098475760109
first_z_af,MT.TQ_heteroplasmic,-0.0911460718322846,1.12806715143889,-0.0807984451244988,0.935697287469493,0.990680380960635,0.0288646295151128
first_comp_fluency,MT.DLOOP2_heteroplasmic,-0.0417620391438365,0.605200647518344,-0.0690052783569942,0.945066517786485,0.953831321247456,0.0245376229288806
first_comp_fluency,MT.CO2_heteroplasmic,-0.0393104856051041,0.618353965795096,-0.0635727880463379,0.949385088405179,0.953831321247456,0.0225575938460186
first_z_af,MT.CO3_heteroplasmic,-0.0247162518942268,0.395536902584723,-0.0624878531755519,0.950247743699112,0.990680380960635,0.022163152927372
first_comp_overall,MT.TQ_heteroplasmic,0.0586807397304212,0.983950044812407,0.0596379257664538,0.952514060519348,0.952514060519348,0.0211286047747626
first_comp_fluency,MT.TQ_heteroplasmic,-0.059786712845558,1.03113116029945,-0.0579816759957051,0.953831321247456,0.953831321247456,0.020528420608802
first_z_af,MT.ND6_heteroplasmic,0.0329993465234779,0.656519740978382,0.0502640582814775,0.959970973251607,0.990680380960635,0.0177418985721393
first_z_mocam,MT.RNR2_heteroplasmic,0.0133003526365409,0.413812207219696,0.0321410350020914,0.974398661957461,0.974398661957461,0.0112633210832135
first_z_af,MT.DLOOP1_heteroplasmic,0.00928320144237356,0.343511774021109,0.0270244054045237,0.978471965852608,0.990680380960635,0.00945161277545306
first_z_af,MT.CO2_heteroplasmic,-0.0167134860993171,0.676498159688387,-0.0247058855370956,0.980318536780193,0.990680380960635,0.00863278523796809
first_z_lf,MT.RNR1_heteroplasmic,0.00701582233723506,0.308385647265299,0.0227501584443049,0.981876246760125,0.981876246760125,0.00794324616011576
first_z_af,MT.DLOOP2_heteroplasmic,0.00774527966837861,0.6621103516981,0.0116978682609545,0.990680380960635,0.990680380960635,0.00406643751709279
first_z_moca,MT.RNR1_heteroplasmic,0.00230891342810177,0.496998034465447,0.00464571943546045,0.99629891177368,0.99629891177368,0.00161034404805073
